locus_tag	ftype	length_bp	gene	EC_number	COG	product
AFKFBACJ_01015	CDS	1140				hypothetical protein
AFKFBACJ_01016	gene	774				
AFKFBACJ_01016	CDS	774				hypothetical protein
AFKFBACJ_01017	gene	2022				
AFKFBACJ_01017	CDS	2022				hypothetical protein
AFKFBACJ_01018	gene	888				
AFKFBACJ_01018	CDS	888				hypothetical protein
AFKFBACJ_01019	gene	1764	tamA_2			
AFKFBACJ_01019	CDS	1764	tamA_2		COG0729	Translocation and assembly module subunit TamA
AFKFBACJ_01020	gene	1410				
AFKFBACJ_01020	CDS	1410				hypothetical protein
AFKFBACJ_01021	gene	171				
AFKFBACJ_01021	CDS	171				hypothetical protein
AFKFBACJ_01022	gene	864				
AFKFBACJ_01022	CDS	864				hypothetical protein
AFKFBACJ_01023	gene	1665	hxuB			
AFKFBACJ_01023	CDS	1665	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
AFKFBACJ_01024	gene	1083	gcvT_1			
AFKFBACJ_01024	CDS	1083	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
AFKFBACJ_01025	gene	390	gcvH_1			
AFKFBACJ_01025	CDS	390	gcvH_1		COG0509	Glycine cleavage system H protein
AFKFBACJ_01026	gene	534				
AFKFBACJ_01026	CDS	534				hypothetical protein
AFKFBACJ_01027	gene	888	xerC			
AFKFBACJ_01027	CDS	888	xerC		COG4973	Tyrosine recombinase XerC
AFKFBACJ_01028	gene	291				
AFKFBACJ_01028	CDS	291				hypothetical protein
AFKFBACJ_01029	gene	678				
AFKFBACJ_01029	CDS	678				hypothetical protein
AFKFBACJ_01030	gene	384				
AFKFBACJ_01030	CDS	384				hypothetical protein
AFKFBACJ_01031	gene	693				
AFKFBACJ_01031	CDS	693				hypothetical protein
AFKFBACJ_01032	gene	1197	aas_2			
AFKFBACJ_01032	CDS	1197	aas_2	6.2.1.20		Bifunctional protein Aas
AFKFBACJ_01033	gene	867				
AFKFBACJ_01033	CDS	867				hypothetical protein
AFKFBACJ_01034	gene	573	yxaF			
AFKFBACJ_01034	CDS	573	yxaF			putative HTH-type transcriptional regulator YxaF
AFKFBACJ_01035	gene	906				
AFKFBACJ_01035	CDS	906				hypothetical protein
AFKFBACJ_01036	gene	780	yadH_2			
AFKFBACJ_01036	CDS	780	yadH_2		COG0842	Inner membrane transport permease YadH
AFKFBACJ_01037	gene	387	yadG			
AFKFBACJ_01037	CDS	387	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
AFKFBACJ_01038	gene	969				
AFKFBACJ_01038	CDS	969				hypothetical protein
AFKFBACJ_01039	gene	678	coq7_1			
AFKFBACJ_01039	CDS	678	coq7_1	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
AFKFBACJ_01040	gene	1116				
AFKFBACJ_01040	CDS	1116				hypothetical protein
AFKFBACJ_01041	gene	663	phnX			
AFKFBACJ_01041	CDS	663	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
AFKFBACJ_01042	gene	861				
AFKFBACJ_01042	CDS	861				hypothetical protein
AFKFBACJ_01043	gene	483				
AFKFBACJ_01043	CDS	483				hypothetical protein
AFKFBACJ_01044	gene	1179	cefD			
AFKFBACJ_01044	CDS	1179	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
AFKFBACJ_01045	gene	459	lrpC_1			
AFKFBACJ_01045	CDS	459	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
AFKFBACJ_01046	gene	1485				
AFKFBACJ_01046	CDS	1485				hypothetical protein
AFKFBACJ_01047	gene	2016				
AFKFBACJ_01047	CDS	2016				hypothetical protein
AFKFBACJ_01048	gene	74				
AFKFBACJ_01048	tRNA	74				tRNA-Arg(tct)
AFKFBACJ_01049	gene	1092	emrA_2			
AFKFBACJ_01049	CDS	1092	emrA_2		COG1566	Multidrug export protein EmrA
AFKFBACJ_01050	gene	306				
AFKFBACJ_01050	CDS	306				hypothetical protein
AFKFBACJ_01051	gene	546	slyA_2			
AFKFBACJ_01051	CDS	546	slyA_2			Transcriptional regulator SlyA
AFKFBACJ_01052	gene	348				
AFKFBACJ_01052	CDS	348				hypothetical protein
AFKFBACJ_01053	gene	612				
AFKFBACJ_01053	CDS	612				hypothetical protein
AFKFBACJ_01054	gene	762				
AFKFBACJ_01054	CDS	762				hypothetical protein
AFKFBACJ_01055	gene	1176				
AFKFBACJ_01055	CDS	1176			COG2081	putative protein
AFKFBACJ_01056	gene	1956	cocE_1			
AFKFBACJ_01056	CDS	1956	cocE_1	3.1.1.84		Cocaine esterase
AFKFBACJ_01057	gene	570				
AFKFBACJ_01057	CDS	570				hypothetical protein
AFKFBACJ_01058	gene	465				
AFKFBACJ_01058	CDS	465				hypothetical protein
AFKFBACJ_01059	gene	492				
AFKFBACJ_01059	CDS	492				hypothetical protein
AFKFBACJ_01060	gene	1278	mntH_2			
AFKFBACJ_01060	CDS	1278	mntH_2			Divalent metal cation transporter MntH
AFKFBACJ_01061	gene	522				
AFKFBACJ_01061	CDS	522				hypothetical protein
AFKFBACJ_01062	gene	240				
AFKFBACJ_01062	CDS	240				hypothetical protein
AFKFBACJ_01063	gene	1446				
AFKFBACJ_01063	CDS	1446				hypothetical protein
AFKFBACJ_01064	gene	1956				
AFKFBACJ_01064	CDS	1956		3.1.1.-		Putative serine esterase
AFKFBACJ_01065	gene	390				
AFKFBACJ_01065	CDS	390				hypothetical protein
AFKFBACJ_01066	gene	507				
AFKFBACJ_01066	CDS	507				hypothetical protein
AFKFBACJ_01067	gene	291	argG_1			
AFKFBACJ_01067	CDS	291	argG_1	6.3.4.5	COG0137	Argininosuccinate synthase
AFKFBACJ_01068	gene	918				
AFKFBACJ_01068	CDS	918				hypothetical protein
AFKFBACJ_01069	gene	903	ephA_1			
AFKFBACJ_01069	CDS	903	ephA_1	3.3.2.10		Epoxide hydrolase A
AFKFBACJ_01070	gene	339				
AFKFBACJ_01070	CDS	339				hypothetical protein
AFKFBACJ_01071	gene	1104				
AFKFBACJ_01071	CDS	1104				hypothetical protein
AFKFBACJ_01072	gene	153				
AFKFBACJ_01072	CDS	153				hypothetical protein
AFKFBACJ_01073	gene	288				
AFKFBACJ_01073	CDS	288				hypothetical protein
AFKFBACJ_01074	gene	519	hutI_2			
AFKFBACJ_01074	CDS	519	hutI_2	3.5.2.7		Imidazolonepropionase
AFKFBACJ_01075	gene	852				
AFKFBACJ_01075	CDS	852				hypothetical protein
AFKFBACJ_01076	gene	1041				
AFKFBACJ_01076	CDS	1041				hypothetical protein
AFKFBACJ_01077	gene	1626				
AFKFBACJ_01077	CDS	1626				hypothetical protein
AFKFBACJ_01078	gene	1806				
AFKFBACJ_01078	CDS	1806				hypothetical protein
AFKFBACJ_01079	gene	603				
AFKFBACJ_01079	CDS	603				hypothetical protein
AFKFBACJ_01080	gene	135				
AFKFBACJ_01080	CDS	135				hypothetical protein
AFKFBACJ_01081	gene	675	rimO			
AFKFBACJ_01081	CDS	675	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
AFKFBACJ_01082	gene	897				
AFKFBACJ_01082	CDS	897				hypothetical protein
AFKFBACJ_01083	gene	1026				
AFKFBACJ_01083	CDS	1026				hypothetical protein
AFKFBACJ_01084	gene	894	cynR			
AFKFBACJ_01084	CDS	894	cynR			HTH-type transcriptional regulator CynR
AFKFBACJ_01085	gene	522				
AFKFBACJ_01085	CDS	522				hypothetical protein
AFKFBACJ_01086	gene	1278	mntH_3			
AFKFBACJ_01086	CDS	1278	mntH_3			Divalent metal cation transporter MntH
AFKFBACJ_01087	gene	318				
AFKFBACJ_01087	CDS	318				hypothetical protein
AFKFBACJ_01088	gene	1158				
AFKFBACJ_01088	CDS	1158				hypothetical protein
AFKFBACJ_01089	gene	294				
AFKFBACJ_01089	CDS	294				hypothetical protein
AFKFBACJ_01090	gene	1011				
AFKFBACJ_01090	CDS	1011				hypothetical protein
AFKFBACJ_01091	gene	1068	hcf136_2			
AFKFBACJ_01091	CDS	1068	hcf136_2			Ycf48-like protein
AFKFBACJ_01092	gene	180				
AFKFBACJ_01092	CDS	180				hypothetical protein
AFKFBACJ_01093	gene	207				
AFKFBACJ_01093	CDS	207				hypothetical protein
AFKFBACJ_01094	gene	1179				
AFKFBACJ_01094	CDS	1179				hypothetical protein
AFKFBACJ_01095	gene	1257	oxdD			
AFKFBACJ_01095	CDS	1257	oxdD	4.1.1.2	COG2140	Oxalate decarboxylase OxdD
AFKFBACJ_01096	gene	675	czcR			
AFKFBACJ_01096	CDS	675	czcR			Transcriptional activator protein CzcR
AFKFBACJ_01097	gene	597				
AFKFBACJ_01097	CDS	597				hypothetical protein
AFKFBACJ_01098	gene	216				
AFKFBACJ_01098	CDS	216				hypothetical protein
AFKFBACJ_01099	gene	912				
AFKFBACJ_01099	CDS	912				hypothetical protein
AFKFBACJ_01100	gene	1644				
AFKFBACJ_01100	CDS	1644				hypothetical protein
AFKFBACJ_01101	gene	1116	mdtA_2			
AFKFBACJ_01101	CDS	1116	mdtA_2			Multidrug resistance protein MdtA
AFKFBACJ_01102	gene	489				
AFKFBACJ_01102	CDS	489				hypothetical protein
AFKFBACJ_01103	gene	630				
AFKFBACJ_01103	CDS	630				hypothetical protein
AFKFBACJ_01104	gene	576	yhdE			
AFKFBACJ_01104	CDS	576	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
AFKFBACJ_01105	gene	1470	rng			
AFKFBACJ_01105	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
AFKFBACJ_01106	gene	447				
AFKFBACJ_01106	CDS	447				hypothetical protein
AFKFBACJ_01107	gene	717				
AFKFBACJ_01107	CDS	717				hypothetical protein
AFKFBACJ_01108	gene	633				
AFKFBACJ_01108	CDS	633				hypothetical protein
AFKFBACJ_01109	gene	336				
AFKFBACJ_01109	CDS	336				hypothetical protein
AFKFBACJ_01110	gene	1419	htpG			
AFKFBACJ_01110	CDS	1419	htpG		COG0326	Chaperone protein HtpG
AFKFBACJ_01111	gene	147				
AFKFBACJ_01111	CDS	147				hypothetical protein
AFKFBACJ_01112	gene	933	lpxK			
AFKFBACJ_01112	CDS	933	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
AFKFBACJ_01113	gene	183				
AFKFBACJ_01113	CDS	183				hypothetical protein
AFKFBACJ_01114	gene	759	kdsB_1			
AFKFBACJ_01114	CDS	759	kdsB_1	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
AFKFBACJ_01115	gene	687				
AFKFBACJ_01115	CDS	687				hypothetical protein
AFKFBACJ_01116	gene	855				
AFKFBACJ_01116	CDS	855				hypothetical protein
AFKFBACJ_01117	gene	633				
AFKFBACJ_01117	CDS	633				hypothetical protein
AFKFBACJ_01118	gene	564				
AFKFBACJ_01118	CDS	564				hypothetical protein
AFKFBACJ_01119	gene	735	oprJ			
AFKFBACJ_01119	CDS	735	oprJ		COG1538	Outer membrane protein OprJ
AFKFBACJ_01120	gene	1410	emrB_1			
AFKFBACJ_01120	CDS	1410	emrB_1			Multidrug export protein EmrB
AFKFBACJ_01121	gene	462	rcsC_2			
AFKFBACJ_01121	CDS	462	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
AFKFBACJ_01122	gene	1860				
AFKFBACJ_01122	CDS	1860				hypothetical protein
AFKFBACJ_01123	gene	1338				
AFKFBACJ_01123	CDS	1338				hypothetical protein
AFKFBACJ_01124	gene	285				
AFKFBACJ_01124	CDS	285				hypothetical protein
AFKFBACJ_01125	gene	2040				
AFKFBACJ_01125	CDS	2040				hypothetical protein
AFKFBACJ_01126	gene	933				
AFKFBACJ_01126	CDS	933				hypothetical protein
AFKFBACJ_01127	gene	723				
AFKFBACJ_01127	CDS	723				hypothetical protein
AFKFBACJ_01128	gene	231				
AFKFBACJ_01128	CDS	231				hypothetical protein
AFKFBACJ_01129	gene	1656	bcsE			
AFKFBACJ_01129	CDS	1656	bcsE			Cyclic di-GMP binding protein BcsE
AFKFBACJ_01130	gene	195				
AFKFBACJ_01130	CDS	195				hypothetical protein
AFKFBACJ_01131	gene	1293				
AFKFBACJ_01131	CDS	1293				hypothetical protein
AFKFBACJ_01132	gene	384				
AFKFBACJ_01132	CDS	384				hypothetical protein
AFKFBACJ_01133	gene	411				
AFKFBACJ_01133	CDS	411				hypothetical protein
AFKFBACJ_01134	gene	1263	lysA_1			
AFKFBACJ_01134	CDS	1263	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
AFKFBACJ_01135	gene	219				
AFKFBACJ_01135	CDS	219				hypothetical protein
AFKFBACJ_01136	gene	1131				
AFKFBACJ_01136	CDS	1131				hypothetical protein
AFKFBACJ_01137	gene	675	estB_1			
AFKFBACJ_01137	CDS	675	estB_1	3.1.1.1	COG0400	Carboxylesterase 2
AFKFBACJ_01138	gene	945	mdoH_1			
AFKFBACJ_01138	CDS	945	mdoH_1	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
AFKFBACJ_01139	gene	816				
AFKFBACJ_01139	CDS	816				hypothetical protein
AFKFBACJ_01140	gene	774				
AFKFBACJ_01140	CDS	774				hypothetical protein
AFKFBACJ_01141	gene	984	lipA			
AFKFBACJ_01141	CDS	984	lipA	2.8.1.8	COG0320	Lipoyl synthase
AFKFBACJ_01142	gene	486	gmm			
AFKFBACJ_01142	CDS	486	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
AFKFBACJ_01143	gene	228				
AFKFBACJ_01143	CDS	228				hypothetical protein
AFKFBACJ_01144	gene	156				
AFKFBACJ_01144	CDS	156				hypothetical protein
AFKFBACJ_01145	gene	1308	tilS_2			
AFKFBACJ_01145	CDS	1308	tilS_2	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
AFKFBACJ_01146	gene	534	apt_2			
AFKFBACJ_01146	CDS	534	apt_2	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
AFKFBACJ_01147	gene	417				
AFKFBACJ_01147	CDS	417				hypothetical protein
AFKFBACJ_01148	gene	1119				
AFKFBACJ_01148	CDS	1119				hypothetical protein
AFKFBACJ_01149	gene	378				
AFKFBACJ_01149	CDS	378				hypothetical protein
AFKFBACJ_01150	gene	375				
AFKFBACJ_01150	CDS	375				hypothetical protein
AFKFBACJ_01151	gene	687				
AFKFBACJ_01151	CDS	687				hypothetical protein
AFKFBACJ_01152	gene	390				
AFKFBACJ_01152	CDS	390				hypothetical protein
AFKFBACJ_01153	gene	297				
AFKFBACJ_01153	CDS	297				hypothetical protein
AFKFBACJ_01154	gene	666	coq7_2			
AFKFBACJ_01154	CDS	666	coq7_2	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
AFKFBACJ_01155	gene	984				
AFKFBACJ_01155	CDS	984				hypothetical protein
AFKFBACJ_01156	gene	699				
AFKFBACJ_01156	CDS	699				hypothetical protein
AFKFBACJ_01157	gene	309				
AFKFBACJ_01157	CDS	309				hypothetical protein
AFKFBACJ_01158	gene	669	auaH_2			
AFKFBACJ_01158	CDS	669	auaH_2	1.1.1.394		Aurachin B dehydrogenase
AFKFBACJ_01159	gene	711	mqnB			
AFKFBACJ_01159	CDS	711	mqnB	3.2.2.26		Futalosine hydrolase
AFKFBACJ_01160	gene	567	shc			
AFKFBACJ_01160	CDS	567	shc	4.2.1.129	COG1657	Squalene--hopene cyclase
AFKFBACJ_01161	gene	273				
AFKFBACJ_01161	CDS	273				hypothetical protein
AFKFBACJ_01162	gene	1275	macA			
AFKFBACJ_01162	CDS	1275	macA		COG0845	Macrolide export protein MacA
AFKFBACJ_01163	gene	1446	tolC_1			
AFKFBACJ_01163	CDS	1446	tolC_1		COG1538	Outer membrane protein TolC
AFKFBACJ_01164	gene	1065	ptsI			
AFKFBACJ_01164	CDS	1065	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
AFKFBACJ_01165	gene	1194	ynfM_2			
AFKFBACJ_01165	CDS	1194	ynfM_2			Inner membrane transport protein YnfM
AFKFBACJ_01166	gene	333				
AFKFBACJ_01166	CDS	333				hypothetical protein
AFKFBACJ_01167	gene	1119	ald_3			
AFKFBACJ_01167	CDS	1119	ald_3	1.4.1.1	COG0686	Alanine dehydrogenase
AFKFBACJ_01168	gene	348				
AFKFBACJ_01168	CDS	348				hypothetical protein
AFKFBACJ_01169	gene	1116				
AFKFBACJ_01169	CDS	1116				hypothetical protein
AFKFBACJ_01170	gene	1608	lcfB_1			
AFKFBACJ_01170	CDS	1608	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AFKFBACJ_01171	gene	1242	fadA_1			
AFKFBACJ_01171	CDS	1242	fadA_1	2.3.1.16		3-ketoacyl-CoA thiolase
AFKFBACJ_01172	gene	363				
AFKFBACJ_01172	CDS	363		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
AFKFBACJ_01173	gene	744	mymA_1			
AFKFBACJ_01173	CDS	744	mymA_1	1.14.13.-	COG2072	Putative FAD-containing monooxygenase MymA
AFKFBACJ_01174	gene	402	ytrA			
AFKFBACJ_01174	CDS	402	ytrA		COG1725	HTH-type transcriptional repressor YtrA
AFKFBACJ_01175	gene	912	btuD_1			
AFKFBACJ_01175	CDS	912	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AFKFBACJ_01176	gene	1665				
AFKFBACJ_01176	CDS	1665				hypothetical protein
AFKFBACJ_01177	gene	1827	sasA_5			
AFKFBACJ_01177	CDS	1827	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
AFKFBACJ_01178	gene	312				
AFKFBACJ_01178	CDS	312				hypothetical protein
AFKFBACJ_01179	gene	1362				
AFKFBACJ_01179	CDS	1362				putative protein
AFKFBACJ_01180	gene	1329				
AFKFBACJ_01180	CDS	1329				hypothetical protein
AFKFBACJ_01181	gene	1056	hcf136_3			
AFKFBACJ_01181	CDS	1056	hcf136_3			Ycf48-like protein
AFKFBACJ_01182	gene	735				
AFKFBACJ_01182	CDS	735				hypothetical protein
AFKFBACJ_01183	gene	528				
AFKFBACJ_01183	CDS	528				hypothetical protein
AFKFBACJ_01184	gene	723				
AFKFBACJ_01184	CDS	723				hypothetical protein
AFKFBACJ_01185	gene	1206				
AFKFBACJ_01185	CDS	1206				hypothetical protein
AFKFBACJ_01186	gene	225				
AFKFBACJ_01186	CDS	225				hypothetical protein
AFKFBACJ_01187	gene	1005				
AFKFBACJ_01187	CDS	1005				hypothetical protein
AFKFBACJ_01188	gene	363				
AFKFBACJ_01188	CDS	363				hypothetical protein
AFKFBACJ_01189	gene	441	nusB_2			
AFKFBACJ_01189	CDS	441	nusB_2			Transcription antitermination protein NusB
AFKFBACJ_01190	gene	501	ribH_2			
AFKFBACJ_01190	CDS	501	ribH_2	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
AFKFBACJ_01191	gene	1170	ribBA_2			
AFKFBACJ_01191	CDS	1170	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
AFKFBACJ_01192	gene	606	ribE_2			
AFKFBACJ_01192	CDS	606	ribE_2	2.5.1.9		Riboflavin synthase
AFKFBACJ_01193	gene	327	ribD_2			
AFKFBACJ_01193	CDS	327	ribD_2		COG0117	Riboflavin biosynthesis protein RibD
AFKFBACJ_01194	gene	495	cph2			
AFKFBACJ_01194	CDS	495	cph2			Phytochrome-like protein cph2
AFKFBACJ_01195	gene	1608				
AFKFBACJ_01195	CDS	1608				hypothetical protein
AFKFBACJ_01196	gene	438				
AFKFBACJ_01196	CDS	438				hypothetical protein
AFKFBACJ_01197	gene	375				
AFKFBACJ_01197	CDS	375				hypothetical protein
AFKFBACJ_01198	gene	777	modA_1			
AFKFBACJ_01198	CDS	777	modA_1		COG0725	Molybdate-binding protein ModA
AFKFBACJ_01199	gene	1098				
AFKFBACJ_01199	CDS	1098		2.3.1.20		Putative diacyglycerol O-acyltransferase
AFKFBACJ_01200	gene	606				
AFKFBACJ_01200	CDS	606				hypothetical protein
AFKFBACJ_01201	gene	672				
AFKFBACJ_01201	CDS	672				hypothetical protein
AFKFBACJ_01202	gene	276				
AFKFBACJ_01202	CDS	276				hypothetical protein
AFKFBACJ_01203	gene	633				
AFKFBACJ_01203	CDS	633				hypothetical protein
AFKFBACJ_01204	gene	1383				
AFKFBACJ_01204	CDS	1383				hypothetical protein
AFKFBACJ_01205	gene	2130				
AFKFBACJ_01205	CDS	2130				hypothetical protein
AFKFBACJ_01206	gene	135				
AFKFBACJ_01206	CDS	135				hypothetical protein
AFKFBACJ_01207	gene	1095	hcf136_4			
AFKFBACJ_01207	CDS	1095	hcf136_4			Ycf48-like protein
AFKFBACJ_01208	gene	1674				
AFKFBACJ_01208	CDS	1674				hypothetical protein
AFKFBACJ_01209	gene	516				
AFKFBACJ_01209	CDS	516				hypothetical protein
AFKFBACJ_01210	gene	2757	btuB_9			
AFKFBACJ_01210	CDS	2757	btuB_9			Vitamin B12 transporter BtuB
AFKFBACJ_01211	gene	1236	cfa_1			
AFKFBACJ_01211	CDS	1236	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
AFKFBACJ_01212	gene	72				
AFKFBACJ_01212	tRNA	72				tRNA-Met(cat)
AFKFBACJ_01213	gene	1947	dsbD_2			
AFKFBACJ_01213	CDS	1947	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
AFKFBACJ_01214	gene	633	resA_4			
AFKFBACJ_01214	CDS	633	resA_4			Thiol-disulfide oxidoreductase ResA
AFKFBACJ_01215	gene	609				
AFKFBACJ_01215	CDS	609				hypothetical protein
AFKFBACJ_01216	gene	576				
AFKFBACJ_01216	CDS	576				hypothetical protein
AFKFBACJ_01217	gene	120				
AFKFBACJ_01217	CDS	120				hypothetical protein
AFKFBACJ_01218	gene	978				
AFKFBACJ_01218	CDS	978				hypothetical protein
AFKFBACJ_01219	gene	309				
AFKFBACJ_01219	CDS	309				hypothetical protein
AFKFBACJ_01220	gene	1500	menE			
AFKFBACJ_01220	CDS	1500	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
AFKFBACJ_01221	gene	1389	frc			
AFKFBACJ_01221	CDS	1389	frc	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
AFKFBACJ_01222	gene	165				
AFKFBACJ_01222	CDS	165				hypothetical protein
AFKFBACJ_01223	gene	936	mltF_3			
AFKFBACJ_01223	CDS	936	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AFKFBACJ_01224	gene	870				
AFKFBACJ_01224	CDS	870				hypothetical protein
AFKFBACJ_01225	gene	768				
AFKFBACJ_01225	CDS	768				hypothetical protein
AFKFBACJ_01226	gene	771				
AFKFBACJ_01226	CDS	771				hypothetical protein
AFKFBACJ_01227	gene	729	phoP			
AFKFBACJ_01227	CDS	729	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
AFKFBACJ_01228	gene	825				
AFKFBACJ_01228	CDS	825				hypothetical protein
AFKFBACJ_01229	gene	1860	pcp_1			
AFKFBACJ_01229	CDS	1860	pcp_1	3.4.21.100		Pseudomonalisin
AFKFBACJ_01230	gene	237				
AFKFBACJ_01230	CDS	237				hypothetical protein
AFKFBACJ_01231	gene	540				
AFKFBACJ_01231	CDS	540				hypothetical protein
AFKFBACJ_01232	gene	1392	stp_1			
AFKFBACJ_01232	CDS	1392	stp_1			Multidrug resistance protein Stp
AFKFBACJ_01233	gene	711				
AFKFBACJ_01233	CDS	711				hypothetical protein
AFKFBACJ_01234	gene	615				
AFKFBACJ_01234	CDS	615				hypothetical protein
AFKFBACJ_01235	gene	2715				
AFKFBACJ_01235	CDS	2715				hypothetical protein
AFKFBACJ_01236	gene	639				
AFKFBACJ_01236	CDS	639				hypothetical protein
AFKFBACJ_01237	gene	243				
AFKFBACJ_01237	CDS	243				hypothetical protein
AFKFBACJ_01238	gene	1554				
AFKFBACJ_01238	CDS	1554				hypothetical protein
AFKFBACJ_01239	gene	324				
AFKFBACJ_01239	CDS	324				hypothetical protein
AFKFBACJ_01240	gene	1485	oprM_2			
AFKFBACJ_01240	CDS	1485	oprM_2		COG1538	Outer membrane protein OprM
AFKFBACJ_01241	gene	405				
AFKFBACJ_01241	CDS	405				hypothetical protein
AFKFBACJ_01242	gene	675	lepB_1			
AFKFBACJ_01242	CDS	675	lepB_1	3.4.21.89	COG0681	Signal peptidase I
AFKFBACJ_01243	gene	1368				
AFKFBACJ_01243	CDS	1368				hypothetical protein
AFKFBACJ_01244	gene	882				
AFKFBACJ_01244	CDS	882				hypothetical protein
AFKFBACJ_01245	gene	1914	malT_3			
AFKFBACJ_01245	CDS	1914	malT_3			HTH-type transcriptional regulator MalT
AFKFBACJ_01246	gene	1206				
AFKFBACJ_01246	CDS	1206				hypothetical protein
AFKFBACJ_01247	gene	960	fabH			
AFKFBACJ_01247	CDS	960	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
AFKFBACJ_01248	gene	309				
AFKFBACJ_01248	CDS	309				hypothetical protein
AFKFBACJ_01249	gene	558				
AFKFBACJ_01249	CDS	558		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
AFKFBACJ_01250	gene	1047	yahK_1			
AFKFBACJ_01250	CDS	1047	yahK_1	1.1.1.2	COG1064	Aldehyde reductase YahK
AFKFBACJ_01251	gene	450				
AFKFBACJ_01251	CDS	450				hypothetical protein
AFKFBACJ_01252	gene	528	yrdA_1			
AFKFBACJ_01252	CDS	528	yrdA_1		COG0663	Protein YrdA
AFKFBACJ_01253	gene	1017	mtnA			
AFKFBACJ_01253	CDS	1017	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
AFKFBACJ_01254	gene	222				
AFKFBACJ_01254	CDS	222				hypothetical protein
AFKFBACJ_01255	gene	1218				
AFKFBACJ_01255	CDS	1218				hypothetical protein
AFKFBACJ_01256	gene	1314				
AFKFBACJ_01256	CDS	1314				hypothetical protein
AFKFBACJ_01257	gene	909				
AFKFBACJ_01257	CDS	909				hypothetical protein
AFKFBACJ_01258	gene	723	yknY_2			
AFKFBACJ_01258	CDS	723	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
AFKFBACJ_01259	gene	408	yjbI			
AFKFBACJ_01259	CDS	408	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
AFKFBACJ_01260	gene	246				
AFKFBACJ_01260	CDS	246				hypothetical protein
AFKFBACJ_01261	gene	291				
AFKFBACJ_01261	CDS	291				hypothetical protein
AFKFBACJ_01262	gene	450				
AFKFBACJ_01262	CDS	450				hypothetical protein
AFKFBACJ_01263	gene	867	acr1_1			
AFKFBACJ_01263	CDS	867	acr1_1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
AFKFBACJ_01264	gene	384				
AFKFBACJ_01264	CDS	384				hypothetical protein
AFKFBACJ_01265	gene	2508	btuB_10			
AFKFBACJ_01265	CDS	2508	btuB_10			Vitamin B12 transporter BtuB
AFKFBACJ_01266	gene	657	gmk			
AFKFBACJ_01266	CDS	657	gmk	2.7.4.8	COG0194	Guanylate kinase
AFKFBACJ_01267	gene	552				
AFKFBACJ_01267	CDS	552				hypothetical protein
AFKFBACJ_01268	gene	1323	pepP_1			
AFKFBACJ_01268	CDS	1323	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AFKFBACJ_01269	gene	1179				
AFKFBACJ_01269	CDS	1179				hypothetical protein
AFKFBACJ_01270	gene	888				
AFKFBACJ_01270	CDS	888				hypothetical protein
AFKFBACJ_01271	gene	1590	ileS_1			
AFKFBACJ_01271	CDS	1590	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
AFKFBACJ_01272	gene	522	lspA_1			
